winner,opening_eco,opening_name,time_control,black_rating_group,white_rating_group
white,B23,Sicilian Defense: Grand Prix Attack,bullet,intermediate,intermediate
draw,B23,Sicilian Defense: Grand Prix Attack,classical,advanced,advanced
draw,B23,Sicilian Defense: Grand Prix Attack,classical,advanced,advanced
white,B23,Sicilian Defense: Grand Prix Attack,rapid,advanced,advanced
white,B23,Sicilian Defense: Grand Prix Attack,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,blitz,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,blitz,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Dragon,blitz,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Hyperaccelerated Dragon,rapid,advanced,advanced
white,B27,Sicilian Defense: Hyperaccelerated Dragon,bullet,intermediate,intermediate
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,classical,intermediate,intermediate
black,A42,Sicilian Defense: Hyperaccelerated Fianchetto,blitz,advanced,advanced
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,blitz,intermediate,intermediate
black,A42,Sicilian Defense: Hyperaccelerated Fianchetto,rapid,intermediate,intermediate
black,A42,Sicilian Defense: Hyperaccelerated Fianchetto,blitz,intermediate,intermediate
black,A42,Sicilian Defense: Hyperaccelerated Fianchetto,bullet,intermediate,intermediate
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,bullet,intermediate,intermediate
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,blitz,intermediate,intermediate
black,A42,Sicilian Defense: Hyperaccelerated Fianchetto,blitz,intermediate,intermediate
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,bullet,intermediate,intermediate
white,A42,Sicilian Defense: Hyperaccelerated Fianchetto,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Jalalabad Variation,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Jalalabad Variation,classical,intermediate,intermediate
white,B27,Sicilian Defense: Jalalabad Variation,blitz,beginner,beginner
white,B27,Sicilian Defense: Jalalabad Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Kalashnikov Variation,bullet,advanced,advanced
white,B32,Sicilian Defense: Kalashnikov Variation,rapid,advanced,advanced
white,B32,Sicilian Defense: Kalashnikov Variation,rapid,advanced,advanced
white,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Kalashnikov Variation,bullet,intermediate,intermediate
black,B41,Sicilian Defense: Kan Variation,bullet,intermediate,intermediate
black,B41,Sicilian Defense: Kan Variation,bullet,intermediate,intermediate
white,B41,Sicilian Defense: Kan Variation,rapid,intermediate,intermediate
white,B41,Sicilian Defense: Kan Variation,bullet,intermediate,intermediate
black,B41,Sicilian Defense: Kan Variation,bullet,intermediate,intermediate
black,B41,Sicilian Defense: Kan Variation,bullet,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,rapid,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
white,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,rapid,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
white,B43,Sicilian Defense: Kan Variation |  Knight Variation,blitz,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
white,B43,Sicilian Defense: Kan Variation |  Knight Variation,blitz,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,blitz,intermediate,intermediate
white,B43,Sicilian Defense: Kan Variation |  Knight Variation,bullet,intermediate,intermediate
white,B43,Sicilian Defense: Kan Variation |  Knight Variation,blitz,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Knight Variation,blitz,intermediate,intermediate
white,B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Hedgehog Variation,blitz,intermediate,intermediate
white,B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation,bullet,intermediate,intermediate
draw,B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation,bullet,intermediate,intermediate
white,B42,Sicilian Defense: Kan Variation |  Modern Variation,bullet,intermediate,intermediate
black,B42,Sicilian Defense: Kan Variation |  Modern Variation,blitz,intermediate,intermediate
white,B42,Sicilian Defense: Kan Variation |  Modern Variation,bullet,intermediate,intermediate
white,B42,Sicilian Defense: Kan Variation |  Modern Variation,bullet,intermediate,intermediate
black,B42,Sicilian Defense: Kan Variation |  Modern Variation,blitz,advanced,advanced
white,B42,Sicilian Defense: Kan Variation |  Polugaevsky Variation,bullet,advanced,advanced
white,B43,Sicilian Defense: Kan Variation |  Wing Attack,blitz,advanced,advanced
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,bullet,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,blitz,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,blitz,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,bullet,advanced,advanced
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,bullet,intermediate,intermediate
black,B43,Sicilian Defense: Kan Variation |  Wing Attack,bullet,advanced,advanced
black,B27,Sicilian Defense: Katalimov Variation,bullet,intermediate,intermediate
black,B27,Sicilian Defense: Katalimov Variation,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Katalimov Variation,bullet,intermediate,intermediate
white,B27,Sicilian Defense: Katalimov Variation,blitz,intermediate,intermediate
white,B20,Sicilian Defense: Keres Variation,bullet,advanced,advanced
white,B20,Sicilian Defense: Keres Variation,bullet,advanced,advanced
black,B20,Sicilian Defense: Keres Variation,classical,advanced,advanced
white,B40,Sicilian Defense: Kramnik Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Kramnik Variation,blitz,intermediate,intermediate
black,B40,Sicilian Defense: Kramnik Variation,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Kramnik Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Kramnik Variation,bullet,intermediate,intermediate
black,B20,Sicilian Defense: Kronberger Variation,bullet,intermediate,intermediate
black,B20,Sicilian Defense: Kronberger Variation,rapid,intermediate,intermediate
black,B20,Sicilian Defense: Kronberger Variation,bullet,intermediate,intermediate
white,B56,Sicilian Defense: Kupreichik Variation,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Kveinis Variation,rapid,advanced,advanced
draw,B20,Sicilian Defense: Lasker-Dunne Attack,bullet,intermediate,intermediate
black,B20,Sicilian Defense: Lasker-Dunne Attack,blitz,intermediate,intermediate
black,B20,Sicilian Defense: Lasker-Dunne Attack,bullet,intermediate,intermediate
white,B20,Sicilian Defense: Lasker-Dunne Attack,bullet,intermediate,intermediate
draw,B20,Sicilian Defense: Lasker-Dunne Attack,bullet,advanced,advanced
black,B20,Sicilian Defense: Lasker-Dunne Attack,bullet,intermediate,intermediate
black,B20,Sicilian Defense: Lasker-Dunne Attack,blitz,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation,rapid,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation,rapid,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation,bullet,advanced,advanced
white,B33,Sicilian Defense: Lasker-Pelikan Variation,bullet,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation,bullet,advanced,advanced
black,B33,Sicilian Defense: Lasker-Pelikan Variation,classical,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation,bullet,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation,blitz,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Bird Variation,blitz,advanced,advanced
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Exchange Variation,blitz,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,bullet,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,bullet,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,rapid,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,bullet,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,bullet,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Retreat Variation,blitz,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,bullet,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,blitz,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,classical,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,blitz,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,blitz,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,blitz,advanced,advanced
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,bullet,intermediate,intermediate
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,blitz,intermediate,intermediate
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,bullet,advanced,advanced
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,blitz,advanced,advanced
black,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,bullet,advanced,advanced
white,B33,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,rapid,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,rapid,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,beginner,beginner
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,classical,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,rapid,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
white,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,bullet,intermediate,intermediate
draw,B32,Sicilian Defense: Loewenthal Variation,blitz,intermediate,intermediate
black,B32,Sicilian Defense: Loewenthal Variation,rapid,intermediate,intermediate
white,B57,Sicilian Defense: Magnus Smith Trap,bullet,advanced,advanced
white,B57,Sicilian Defense: Magnus Smith Trap,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Marshall Counterattack,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Marshall Counterattack,bullet,intermediate,intermediate
white,B40,Sicilian Defense: Marshall Counterattack,bullet,intermediate,intermediate
black,B40,Sicilian Defense: Marshall Counterattack,blitz,intermediate,intermediate
draw,B40,Sicilian Defense: Marshall Counterattack,bullet,intermediate,intermediate
draw,B40,Sicilian Defense: Marshall Counterattack,bullet,intermediate,intermediate
